term,even_xgf,playerId,name,position,teamId,even_xga,pp_xgf,pk_xga
8474151,0.13317620798098645,8474151.0,Ryan McDonagh,D,18,-0.08013151715387282,-0.1348127118062945,0.1530456202299151
8474564,-0.010486785380512316,8474564.0,Steven Stamkos,C,14,0.04355329473202403,0.23034966869145634,-0.18696792784975155
8474568,-0.06583062654277443,8474568.0,Luke Schenn,D,18,-0.025692357812212237,-0.019004841093742796,0.021769122687230122
8474600,0.20279062495504288,8474600.0,Roman Josi,D,18,-0.017004150747780625,0.1858276071174873,-0.23197786898864642
8474679,0.05719100740287315,8474679.0,Gustav Nyquist,R,18,0.080481001580594,0.13913522842243248,-0.14433514338438996
8475158,0.06663424310107578,8475158.0,Ryan O'Reilly,C,18,-0.03838825486024586,0.08279204916725069,-0.2194550203012855
8475167,0.11467062665480005,8475167.0,Victor Hedman,D,14,0.0693503456105747,0.11756060530640661,-0.0655351361791152
8475177,-0.017887066162504284,8475177.0,Calvin de Haan,D,14,-0.10307169905441765,-0.06025641783949271,0.08811762580348376
8475197,-0.10268487047625947,8475197.0,Tyson Barrie,D,18,0.12815327933959544,0.07509411791188791,-0.0754275735735042
8476453,0.29151953353483373,8476453.0,Nikita Kucherov,R,14,-0.0027418081352031777,0.24134910045540062,-0.24413799498896535
8476822,-0.3121169482756118,8476822.0,Luke Glendening,C,14,-0.0015058109820127333,-0.11133230652841591,0.07650148934927746
8476887,0.1687738538107237,8476887.0,Filip Forsberg,L,18,-0.05266474873998569,0.2504836311697212,-0.2001750475722319
8476925,0.021786830181936896,8476925.0,Colton Sissons,C,18,0.009360038159188294,-0.028435940940284756,0.0847028691508773
8477353,-0.16540067100336978,8477353.0,Tyler Motte,C,14,-0.15993623173555158,-0.10410709165675684,-0.02810695005426963
8477426,-0.07929509035549749,8477426.0,Nicholas Paul,L,14,-0.07580499910251941,0.2007890290059275,-0.0656673551976299
8477839,-0.08333762211272842,8477839.0,Conor Sheary,L,14,-0.020114627387721996,-0.0058650400465192366,0.029775916125249872
8478010,0.1768388079491196,8478010.0,Brayden Point,C,14,0.0606793197149475,0.27264724879685687,-0.22416476408271688
8478178,-0.009856229729701575,8478178.0,Darren Raddysh,D,14,-0.03801098155699875,-0.004517666277785919,-0.08695373172844677
8478416,-0.09963792003421441,8478416.0,Erik Cernak,D,14,0.0035333049973777994,-0.14047049453053592,0.10127912260967847
8478438,0.16493435104351983,8478438.0,Tommy Novak,C,18,-0.05459231192122914,0.09645946317528704,-0.1282479829223563
8478468,-0.07500117269736817,8478468.0,Jeremy Lauzon,D,18,-0.015602014537866568,-0.04678479215682204,0.140979292704172
8478508,-0.047273352719889944,8478508.0,Yakov Trenin,C,18,-0.10080396370941777,-0.10023719964328613,-0.045579352010483916
8478519,-0.003466929126431208,8478519.0,Anthony Cirelli,C,14,-0.06595030500155903,0.03561539671317135,0.09394060876012775
8478851,-0.04544555849199794,8478851.0,Alexandre Carrier,D,18,-0.07832827832673485,-0.009522054217254989,0.08832463138447924
8479410,-0.0233441251527841,8479410.0,Mikhail Sergachev,D,14,0.026146112556941697,0.03576890522677348,0.03917299310760301
8479542,0.1721123941463757,8479542.0,Brandon Hagel,L,14,-0.059235696680978375,0.037038467092756426,-0.015226834651235881
8479591,-0.05022553151511136,8479591.0,Michael Eyssimont,C,14,-0.06483997374818973,0.017730190979430745,-0.019747464705725085
8479661,-0.048189492209987035,8479661.0,Tanner Jeannot,L,14,-0.09542551161753811,0.012271573695800635,-0.037082687918516995
8479996,-0.06504147162077,8479996.0,Cody Glass,C,18,0.10867365687596835,0.05277441771969467,-0.07084387587545188
8480246,-0.03089466197053133,8480246.0,Nick Perbix,D,14,-0.08560132116743768,-0.00794923262408372,0.06233130050134447
8480748,-0.018283962000874506,8480748.0,Kiefer Sherwood,L,18,-0.054619692996193236,-0.02282170830022613,-0.00148918442743947
8481577,0.05147739482762603,8481577.0,Philip Tomasino,R,18,-0.0033780500641957447,0.01950359491906032,-0.03787051962732386
8481704,-0.13370608476366724,8481704.0,Juuso Parssinen,C,18,0.08103497710836913,0.08834149740981914,-0.0002992731625697297
8482062,-0.05132304702888565,8482062.0,Cole Smith,R,18,-0.03691129168982879,-0.08459816005876293,0.16233989816663252
8482146,0.08144405416692176,8482146.0,Luke Evangelista,R,18,-0.08003170255493709,0.0695917834135586,-0.11316052947891345
8484325,-0.05319204533437533,8484325.0,Waltteri Merela,C,14,-0.053952843367164806,-0.010871036474195479,0.019424727106642354
8470604,-0.18251219306637587,8470604.0,Jeff Carter,C,5,-0.003881151557173862,-0.06487477566667806,0.1309466798923767
8470621,-0.017889818937560673,8470621.0,Corey Perry,R,16,-0.050147439648850975,0.02972442209971265,-0.06410448047647886
8471215,0.08802619072114976,8471215.0,Evgeni Malkin,C,5,-0.01583400250241493,0.2674173717466332,-0.17565477629270876
8471675,0.26473320725528093,8471675.0,Sidney Crosby,C,5,0.12969724323374776,0.3258468273532393,-0.18604727472099322
8471724,0.025775357195932696,8471724.0,Kris Letang,D,5,0.11136031483387679,-0.08245565604429766,-0.051752115216027586
8473422,-0.05291912974027703,8473422.0,Nick Foligno,L,16,-0.010884713060010234,0.032799191647918474,-0.04443197608149154
8474189,-0.09858756952936922,8474189.0,Lars Eller,C,5,-0.09337568600265615,-0.05365125668619321,0.017753649045002342
8474578,0.197647918620926,8474578.0,Erik Karlsson,D,5,0.029059741108320037,0.2889364138341147,-0.19782330619942187
8474870,-0.1079427008916017,8474870.0,Tyler Johnson,C,16,0.08286723718550786,0.17739510512950807,-0.0751098253331441
8475191,-0.01454350351253704,8475191.0,Reilly Smith,R,5,-0.08118022756816488,-0.03611372581855862,-0.02962132222065776
8475791,0.0203908344987167,8475791.0,Taylor Hall,L,16,0.009306742765328425,-0.014618135073725412,-0.03462040348390815
8475797,-0.13076982679351853,8475797.0,Jarred Tinordi,D,16,0.13295290625282227,-0.04580385046524225,0.1157462434040573
8475810,0.16276131360424356,8475810.0,Bryan Rust,R,5,0.08233019196606924,0.07884405225224188,-0.03974443875881468
8476442,-0.04648388912324751,8476442.0,Matt Nieto,L,5,0.010182337033260436,-0.044420979827673325,0.03352863478253699
8476473,-0.05390575929599032,8476473.0,Connor Murphy,D,16,-0.019466424290677464,-0.05513925100266086,0.0902001133766123
8476483,0.044829609472952024,8476483.0,Rickard Rakell,R,5,-0.056626881047033284,0.21868210374040153,-0.06909093418314668
8476960,-0.04888638904620829,8476960.0,Andreas Athanasiou,C,16,0.09181822676277632,0.020610036082902874,-0.007374301724947464
8477244,-0.11904307115701764,8477244.0,Chad Ruhwedel,D,5,-0.061002931399865186,-0.06248109883920026,-0.033046541818578336
8477404,0.2607143319061535,8477404.0,Jake Guentzel,C,5,0.04731032253736683,0.35198468265924854,-0.12817914351377296
8477435,-0.028170840848663347,8477435.0,Ryan Graves,D,5,0.0445368302982682,-0.07818070933584836,0.05659343083176125
8477450,-0.130014272713552,8477450.0,Jason Dickinson,C,16,-0.13166239602868018,-0.10956766840380734,0.11644967414040486
