term,even_xgf,playerId,name,position,teamId,even_xga,pp_xgf,pk_xga
8477495,-0.020302386560526076,8477495.0,Seth Jones,D,16,0.08509964196142274,0.00019863077217411164,-0.11146215885558038
8477951,0.1620553876994645,8477951.0,Nick Schmaltz,C,59,0.027508143869627914,0.21173469171784928,-0.16583393825614898
8477987,0.029506998476216476,8477987.0,Ryan Donato,C,16,0.04282420958923796,0.029787071243931502,-0.08430360611317227
8478474,0.02869711666371864,8478474.0,Lawson Crouse,L,59,-0.08153914553249918,-0.027731273426575293,-0.04088861474688007
8478831,-0.11369034853298302,8478831.0,Kevin Stenlund,C,59,-0.06869621177598548,-0.09824582102619503,0.14542749444761355
8479315,-0.05266504903520519,8479315.0,Joey Anderson,R,16,-0.022198878492964598,-0.012240212304245579,0.004333312847299182
8479343,0.09931722516515105,8479343.0,Clayton Keller,R,59,-0.03303933023851069,0.21060050864444083,-0.18784124472563565
8479410,0.10748005439040045,8479410.0,Mikhail Sergachev,D,59,0.1040826438997204,0.16551222893640907,0.015447763418272437
8479976,-0.02234267504392687,8479976.0,Juuso Välimäki,D,59,0.04240963781864098,-0.011250051167468524,0.012573321217403101
8480434,0.05071163087055454,8480434.0,Sean Durzi,D,59,0.042618381656641835,-0.06503502544509603,-0.02588907782181872
8480798,-0.08275111515673647,8480798.0,Philipp Kurashev,C,16,-0.038225329731941614,-0.032782885362961645,-0.043339115108608474
8480849,0.16358753400788337,8480849.0,Barrett Hayton,C,59,-0.03526575221054397,0.09372338487066716,-0.08463886752872381
8480855,0.008240162693655897,8480855.0,Jack McBain,C,59,-0.03578837812533614,-0.07868176809010756,0.033374344593371366
8480891,0.03313555819002519,8480891.0,Michael Kesselring,D,59,-0.06928658881791473,-0.02535751109936751,0.03427585302456573
8481568,-0.06911416831598215,8481568.0,Alex Vlasic,D,16,0.07020836932666596,-0.1357925024596769,0.04878708561997313
8481609,0.011666236093826415,8481609.0,Vladislav Kolyachonok,D,59,-0.007579794802715102,-0.009303280266660437,-0.0036579262909072745
8481624,-0.09730408149821779,8481624.0,Ilya Mikheyev,R,16,-0.1853129815753883,-0.0933985438006793,-0.08719047067114066
8481711,-0.026248850115274707,8481711.0,Matias Maccelli,L,59,0.012072747366898609,0.003539213433360057,-0.053789262946527555
8482659,0.08469944892476565,8482659.0,Josh Doan,R,59,-0.12201308292706511,0.009290444621605276,-0.021207320113525396
8482699,0.04156573084421812,8482699.0,Dylan Guenther,R,59,0.07015526748062927,0.16020761276109735,-0.17307572274673186
8482700,-0.159962038203761,8482700.0,Nolan Allan,D,16,0.05611523408278341,-0.009593022476815828,-0.029822663211997676
8483431,0.005286574020708478,8483431.0,Logan Cooley,C,59,0.050125100066863555,0.033840888427564914,-0.10386047989803357
8484144,-0.0346955212395372,8484144.0,Connor Bedard,C,16,0.1378287821527005,0.0852695703947638,-0.16092636472495153
8471817,-0.08377568186674923,8471817.0,Ryan Reaves,R,10,-0.020466511611944786,-0.0029902952611641936,-0.0006884190031297617
8474157,0.019505982865542733,8474157.0,Max Pacioretty,L,10,0.0706147081404309,-0.008676151439635292,-0.027199568636479415
8475166,-0.0266935536139416,8475166.0,John Tavares,C,10,-0.01641316316909383,0.2724144423462658,-0.0879619638156844
8475171,-0.014392236039384918,8475171.0,Oliver Ekman-Larsson,D,10,-0.02558747189298887,0.09933471366960629,-0.034566274289740975
8475233,-0.15043431740660257,8475233.0,David Savard,D,8,0.13269500512569468,-0.14412690963450742,0.28444152232584097
8475690,-0.050807448542409574,8475690.0,Chris Tanev,D,10,-0.20768187928092843,-0.13191632669782213,0.17304616069939163
8475848,0.1881693373269309,8475848.0,Brendan Gallagher,R,8,-0.021311451750546644,0.04390069591557611,-0.11308776041848556
8476469,-0.1332717383954596,8476469.0,Joel Armia,R,8,-0.019259796557024218,-0.06903066471195357,0.17265541652302954
8476853,0.08797477731920765,8476853.0,Morgan Rielly,D,10,0.006553389892477022,0.1297863899078327,-0.0858541223055023
8476875,-0.022442486799715763,8476875.0,Mike Matheson,D,8,0.15506845229298813,-0.16984036312237316,0.12287976323077962
8476931,0.039002873752808496,8476931.0,Jake McCabe,D,10,-0.04966625981458802,-0.10845390660390015,0.15605145619336286
8476981,0.0499046409692479,8476981.0,Josh Anderson,R,8,0.09843900540708628,-0.07629189032411426,0.11511515917051166
8477503,-0.0374559405996448,8477503.0,Max Domi,C,10,0.006564014183573576,0.009721781103623537,-0.06830959943280439
8477939,0.17688783046385842,8477939.0,William Nylander,R,10,0.06953187581336001,0.3154283006783463,-0.12199292169553189
8477989,-0.02361292043895928,8477989.0,Christian Dvorak,C,8,0.024102880675182115,-0.13043652797448357,0.0973505033079939
8478133,0.027520606994999097,8478133.0,Jake Evans,C,8,0.022287526010264194,-0.1394528768400153,0.30442155377497454
8478483,0.1571664573142599,8478483.0,Mitch Marner,R,10,-0.02757074141686423,0.22772491765548583,0.023558294648199144
8478904,-0.08758484524656739,8478904.0,Steven Lorentz,C,10,-0.13761984365678998,-0.043822701454154754,0.0170050552160775
8479318,0.23323256550741356,8479318.0,Auston Matthews,C,10,0.018173749297298075,0.11816418526893524,-0.03441970452645041
8479718,-0.0025206436005653786,8479718.0,Alex BarrÃ©-Boulet,C,8,0.022511461841975975,0.02390051910094665,-0.0007813872999884597
8479982,0.05569816298767847,8479982.0,Conor Timmins,D,10,-0.06840960760676659,-0.02599618783977116,0.04952134676935267
8480018,0.153490211873085,8480018.0,Nick Suzuki,C,8,0.06817945556185592,0.053284124213542866,-0.21982220501791883
8480144,-0.19680353285184832,8480144.0,David Kampf,C,10,-0.09025533699909499,-0.030733202408727716,0.1057935446933167
8480995,-0.064736110785391,8480995.0,Pontus Holmberg,R,10,-0.09393205494624585,-0.0012639871035684453,0.08503036218803982
8481122,-0.1792715520606647,8481122.0,Simon Benoit,D,10,0.09803501761145464,-0.07058439169471575,0.18655440272716498
8481523,-0.014916569384553241,8481523.0,Kirby Dach,C,8,0.057027274401622,0.012075632491307775,-0.07584180128364623
8481540,0.12938543875563174,8481540.0,Cole Caufield,R,8,0.11656477744073232,0.08846531536436084,-0.18424656173219328
8481582,-0.05185468013699467,8481582.0,Nicholas Robertson,L,10,-0.025044147621459838,0.04282071457718833,-0.03305021329658688
8481618,0.09591619934827046,8481618.0,Alex Newhook,C,8,0.04822902570713565,0.020123080085902502,-0.07100551817626892
8482087,0.004693598088333713,8482087.0,Kaiden Guhle,D,8,-0.040664020922906004,-0.0730595310540873,0.04609835515825488
8482111,-0.015778787373171396,8482111.0,Justin Barron,D,8,-0.04751495451731716,-0.04181796134521974,-0.06708936285396157
8482476,-0.10743152657869653,8482476.0,Emil Heineman,L,8,-0.1286526471979812,0.019742307929419105,-0.065797852357024
8482720,0.06461310178463525,8482720.0,Matthew Knies,L,10,-0.0723395520305274,0.08546710729417664,0.030923264894733165
8482964,-0.0701164219504754,8482964.0,Arber Xhekaj,D,8,0.02775387244192458,-0.052934469417079216,0.05591143636678904
8483457,0.2020498097740954,8483457.0,Lane Hutson,D,8,0.059861119913285285,0.15981238243981,-0.109990099922495
8483515,0.058432525272140164,8483515.0,Juraj SlafkovskÃ½,L,8,0.06568092950933596,0.08338043729550669,-0.1593438518798889
8471215,0.018375935738508962,8471215.0,Evgeni Malkin,C,5,0.0874384378237717,0.2062730596131296,-0.1342843591918965
8471675,0.19726774877328798,8471675.0,Sidney Crosby,C,5,0.047127220080839784,0.2330495627156421,-0.18725910435653328
8471724,-0.09987158248453427,8471724.0,Kris Letang,D,5,0.016316166577167543,-0.0830482056927323,-0.05225207895794194
8474189,-0.08305035053423733,8474189.0,Lars Eller,C,5,-0.07206961272280249,-0.05094001863373478,0.037098381965753977
8474578,0.12047475509998565,8474578.0,Erik Karlsson,D,5,0.09689775766472908,0.1911974190843528,-0.09181446864595962
8475184,-0.06998833259206846,8475184.0,Chris Kreider,L,3,0.02148386125864925,0.1470115890991324,-0.10760584294955708
8475191,0.09946989118394332,8475191.0,Reilly Smith,R,3,-0.038127706341656464,-0.008978548110098045,0.07342095444499631
8475763,0.029981786253257266,8475763.0,Kevin Hayes,R,5,-0.021704469449444826,0.1348305490678714,-0.012546439579299799
8475842,-0.07295626439253668,8475842.0,Sam Carrick,C,3,-0.02132036841150631,-0.0329343618191014,0.04266980501873304
8476389,0.010819653108715174,8476389.0,Vincent Trocheck,C,3,0.06385738655519867,0.1648891474650542,0.03196045111098827
8476459,-0.015297666391580833,8476459.0,Mika Zibanejad,C,3,0.009814381311712014,0.16884153466631624,-0.07659038708708475
8476483,0.08569031550282778,8476483.0,Rickard Rakell,R,5,-0.07697749688605993,0.19077343471486913,-0.15518406572077761
8476885,-0.04445438901896633,8476885.0,Jacob Trouba,D,3,0.11916231875869354,-0.13673757850748403,0.13464773048652853
8476891,-0.08873916961047215,8476891.0,Matt Grzelcyk,D,5,0.04583595013828923,0.10208495775281644,-0.13899615052880993
8477380,-0.053963496512185,8477380.0,Jonny Brodzinski,C,3,0.041367920780140864,-0.00210818616139892,-0.022560908599943
8477435,-0.049603286161140514,8477435.0,Ryan Graves,D,5,-0.0812964198052231,-0.05196765997565518,0.08274356458449456
8477969,0.13920887392673556,8477969.0,Marcus Pettersson,D,5,0.00472133991382017,-0.13630800983661845,0.006139389337252334
8478047,0.04324563224770289,8478047.0,Michael Bunting,L,5,-0.04762080592402381,0.06041501679780376,-0.14590419059217366
8478463,-0.03381606845288254,8478463.0,Anthony Beauvillier,L,5,-0.11275953540570816,-0.041976161804088696,-0.01471849730094795
8478550,0.14864391427702103,8478550.0,Artemi Panarin,L,3,0.024132881198702397,0.29247241456486456,-0.1742432821546539
8478569,-0.20077719729691984,8478569.0,Noel Acciari,C,5,-0.02158961873482853,-0.13726280792313025,0.11616873474921675
8479323,0.22600511153214237,8479323.0,Adam Fox,D,3,-0.05160675490925163,0.1888340131262938,-0.03412860049661343
8479344,0.03206090222822691,8479344.0,Jesse Puljujarvi,R,5,0.054208384202606257,0.026742383589011244,-0.004292138830688553
8479996,0.009332502093604336,8479996.0,Cody Glass,C,5,-0.1842914180860015,-0.02811823250378989,0.049027122681528985
8480078,0.16022816388441177,8480078.0,Filip Chytil,C,3,0.07707875117172885,0.03576060404240084,-0.07059306209995489
8480817,0.014812206580145083,8480817.0,K'Andre Miller,D,3,0.054882690518930695,-0.031499380094763545,-0.025507430893026817
8481030,-0.061854662994109695,8481030.0,Jack St. Ivany,D,5,-0.004958226976641798,-0.034619488978253656,0.04790568329180057
8481554,-0.006428324494039505,8481554.0,Kaapo Kakko,R,3,0.02681540436118173,0.07397307616531494,-0.08921285957418583
8481708,-0.0342513376176701,8481708.0,Zac Jones,D,3,0.007090554336682378,0.08552742046332944,-0.0383889202949367
8481726,-0.03888983792974772,8481726.0,Adam Edstrom,C,3,-0.038697498564205554,-0.012283750651589386,-0.004302654795375098
8482055,-0.0018851482860324773,8482055.0,Drew O'Connor,L,5,0.009344804584463545,-0.002782322039329814,0.014538570259447499
8482073,-0.019354925476987125,8482073.0,Braden Schneider,D,3,0.13363930981017058,-0.07067321715497257,0.12400587712616785
8482109,0.06088268335866442,8482109.0,Alexis Lafrenière,L,3,0.052992483349680264,-0.0021336401179238005,-0.12391919294077543
8482157,-0.03127018100317248,8482157.0,Will Cuylle,L,3,0.022512420294801348,-0.02670019586331004,-0.038330695405547885
8483487,0.014326023462706925,8483487.0,Rutger McGroarty,R,5,-0.016074178747969885,0.00410638041926133,-0.006068217451426523
8483768,-0.10119939399693798,8483768.0,Victor Mancini,D,3,0.11160098348177991,-0.012972726433984338,0.009313989132174124
8470621,0.014931882841049656,8470621.0,Corey Perry,R,22,0.026600805431676325,0.05090936382716424,-0.06896629544418033
8474641,-0.11411864277641641,8474641.0,Adam Henrique,C,22,0.059329140055723886,-0.11908981530484544,-0.01046529542950706
8475218,0.1554621401918132,8475218.0,Mattias Ekholm,D,22,-0.05975676392652911,-0.03226539339335576,-0.01627387630274363
8475784,0.017729840464381266,8475784.0,Jeff Skinner,L,22,0.07712008944789696,0.025262246545462077,-0.06101067647414088
8475786,0.2743870815126464,8475786.0,Zach Hyman,L,22,-0.06341777778840388,0.17102967560864524,-0.16466470124036317
8475799,-0.0562096265028723,8475799.0,Nino Niederreiter,R,52,-0.014498770058682867,0.07244103545407343,-0.0178538573881236
