,even_xga_occurrence,playerId,name,position,teamId,even_xga_magnitude,even_xgf_occurrence,even_xgf_magnitude,season
773,-0.01398888882667181,8479639.0,Dylan Coghlan,D,54,-0.007093701511621475,0.0233395574605997,-0.03761919587850571,2021
849,0.025542527146567493,8480074.0,Alexandre Texier,L,29,0.02885512262582779,-0.01365300564388565,0.0010844692587852478,2021
926,0.01605598752144044,8480860.0,Kevin Bahl,D,1,-0.049827151000499725,-0.02210671136070835,-0.029668454080820084,2021
925,0.006355138873394425,8480858.0,Cameron Hillis,C,8,-0.00876886211335659,0.00048799093784293015,0.0016688626492395997,2021
892,0.0035743573708404753,8480748.0,Kiefer Sherwood,L,21,-0.004606360569596291,0.00021888377280486628,-0.024873696267604828,2021
890,-0.006609243176041353,8480467.0,Austin Strand,D,26,-0.01710294932126999,0.005088502976094126,-0.0011495858198031783,2021
826,-0.03441501078085618,8480027.0,Jason Robertson,L,25,0.009178722277283669,0.05941323317091323,0.08735702186822891,2021
842,-0.0053269437130287626,8480064.0,Josh Norris,C,9,-0.013073074631392956,0.011951417925994443,-0.01864044927060604,2021
855,0.04458930824346476,8480145.0,Neal Pionk,D,52,-0.025076057761907578,-0.018866890799833096,-0.025173019617795944,2021
854,-0.013322200896920062,8480144.0,David Kampf,C,10,-0.060143809765577316,-0.029370499229046877,-0.06888914108276367,2021
853,-0.048841349741757106,8480113.0,Alex Iafallo,L,26,-0.02213057316839695,0.049795170579856045,-0.05905446410179138,2021
852,0.0013449120505669612,8480087.0,Mike Vecchione,R,15,-0.004008820746093988,-0.0014772529809974246,-0.002508641919121146,2021
851,0.004256610169951388,8480083.0,C.J. Smith,L,12,0.023026444017887115,0.004225495680530869,0.0005375895998440683,2021
927,-0.015874462438129535,8480863.0,Gabriel Fortier,L,14,0.002387850545346737,0.0023078712447427143,-0.004752631764858961,2021
1015,0.048886613317150794,8481618.0,Alex Newhook,C,21,-0.06273956596851349,-0.03302071182960937,-0.10729221254587173,2021
1013,0.017461900710172236,8481609.0,Vladislav Kolyachonok,D,53,-0.015413847751915455,-0.010424871054302438,0.002596436534076929,2021
964,-0.006218694018019304,8481167.0,Brayden Pachal,D,54,0.0021974798291921616,-0.0015473050159888345,0.0067065199837088585,2021
1041,-0.009702038662677825,8482093.0,Seth Jarvis,C,12,-0.012621217407286167,0.008973001552937416,0.0927247405052185,2021
1074,0.002527093035027314,8482665.0,Matty Beniers,C,55,0.00560007244348526,-0.002851185294851483,-0.03587506711483002,2021
876,-0.005629133164725898,8480292.0,Carson Meyer,R,29,0.046398602426052094,0.001940016120862507,-0.045209355652332306,2021
1073,-0.0019496916142772204,8482660.0,Kent Johnson,C,29,-0.006613567471504211,0.009287360305348933,-0.013217502273619175,2021
1071,0.013868804391187688,8482654.0,Jackson Cates,C,4,0.0014852987369522452,-0.006729311995235567,-0.0002033460041275248,2021
974,0.009917547445603856,8481489.0,Jon Lizotte,D,30,0.01353106927126646,-0.008041836305969512,0.007645163685083389,2021
973,-0.03202804064443609,8481481.0,Blake Lizotte,C,26,0.017478937283158302,0.0319295318723461,-0.003407201962545514,2021
971,0.04194993090508435,8481477.0,Nico Sturm,C,21,-0.049867648631334305,-0.0026769125654273473,-0.07532022893428802,2021
970,0.02200107453019215,8481461.0,Corey Schueneman,D,8,0.05959221348166466,0.015755630295279814,0.012046595104038715,2021
969,-0.0021910717034426506,8481441.0,Joe Snively,C,15,-0.030044231563806534,-0.013691635457099734,-0.037148330360651016,2021
968,0.010483497001513659,8481433.0,Taro Hirose,L,17,0.014208944514393806,-0.018426743318551826,-0.03339587524533272,2021
967,-0.004701119202953195,8481239.0,Samuel Fagemo,L,26,-0.034486159682273865,0.010352933459812794,0.0022895208094269037,2021
966,-0.03533159593611844,8481186.0,Logan O'Connor,R,21,-0.008247698657214642,-0.027740500733278835,-0.026878666132688522,2021
1063,0.0074798534766979475,8482245.0,Artem Zub,D,9,-0.038932882249355316,-0.006984337999340525,-0.01321570947766304,2021
173,0.010648542645437633,8475235.0,Nicolas Deslauriers,L,24,-0.023407936096191406,-0.06787742624583842,-0.017778968438506126,2021
946,0.0038039146899962327,8480988.0,Riley Damiani,C,25,0.017170418053865433,-0.0025586148374692206,0.007559939753264189,2021
893,-0.013320994489028253,8480762.0,Eric Robinson,L,29,0.06869135797023773,-0.006831621942454779,-0.0226200670003891,2021
921,0.0002924447041562107,8480848.0,Ty Dellandrea,C,25,-0.01650613360106945,-0.0034040467330211928,-0.006401551887392998,2021
904,0.0005749529514077287,8480807.0,Mattias Samuelsson,D,7,-0.05196209251880646,-0.03820616593929993,-0.028834663331508636,2021
922,-0.005528403412842533,8480849.0,Barrett Hayton,C,53,-0.037693463265895844,-0.0028386968934458025,0.03022611513733864,2021
924,0.013614735010650964,8480855.0,Jack McBain,C,53,-0.0064602019265294075,-0.006500411123194596,-0.01911691389977932,2021
953,-0.017503117378920453,8481058.0,Jesse Ylönen,R,8,-0.006945531815290451,0.0053880307391857545,-0.025709031149744987,2021
952,-0.005042097591267533,8481032.0,Paul Cotter,L,54,-0.007332652807235718,0.0027325652384828708,-0.01864205300807953,2021
951,-0.0005933692748790061,8481019.0,David Gustafsson,C,52,-0.003553618211299181,-0.002689308210340522,0.0018981673056259751,2021
950,0.029602349405986172,8481014.0,Alexander Romanov,D,8,-0.002068243222311139,0.012383510645367928,-0.0026946214493364096,2021
949,0.00037461187746049213,8481004.0,Josiah Slavin,L,16,-0.019023455679416656,-0.015163107835648337,-0.03935776650905609,2021
1061,-0.008659743554548436,8482241.0,Radim Zohorna,L,5,-0.001527771819382906,0.006532556177893737,-0.03057517111301422,2021
793,-0.007318845496697227,8479977.0,Kailer Yamamoto,R,22,0.021519064903259277,0.019190901019952855,-0.07231538742780685,2021
1042,0.0032229121935176746,8482097.0,Jack Quinn,R,7,-0.0075349654071033,-0.0021615003621226116,-0.005385581869632006,2021
1045,0.011837686353748616,8482111.0,Justin Barron,D,8,-0.006167479325085878,0.00751396904049667,-0.004140003584325314,2021
1012,-0.029184797670588007,8481606.0,Jordan Spence,D,26,0.09259229898452759,0.01540874351077957,0.019754484295845032,2021
960,0.029907891223160576,8481122.0,Simon Benoit,D,24,-0.04727061465382576,-0.011108389910144395,-0.04106301814317703,2021
976,0.01163611069165897,8481518.0,Nolan Foote,L,1,-0.01863984949886799,-0.014507507669001982,-0.005815206561237574,2021
977,-0.012423014937293834,8481521.0,Ronnie Attard,D,4,0.022405238822102547,-0.01298700869267199,0.02477060817182064,2021
978,0.030501949771069098,8481522.0,Peyton Krebs,C,7,-0.03089706413447857,-0.025894406755240282,-0.03129114955663681,2021
1070,0.0020636864556430067,8482652.0,Walker Duehr,R,20,-0.016720838844776154,-0.0032376865863672348,-0.011329798959195614,2021
1069,0.0010409925436112644,8482641.0,Matt Kiersted,D,13,0.04460134357213974,0.006966335699770928,-0.03385389223694801,2021
1068,0.033354002629396654,8482635.0,Mike Hardman,L,16,-0.00429658405482769,-0.037269556619800775,-0.020441140979528427,2021
1067,-0.00013436833859266822,8482634.0,Alex Steeves,C,10,0.0018761618994176388,-0.007823919212287601,-0.005824248772114515,2021
1066,0.00473995537124636,8482624.0,Daniil Miromanov,D,54,0.0213688462972641,-0.004515105109183212,0.02948991395533085,2021
1065,0.009717972101194683,8482475.0,Yegor Chinakhov,R,29,0.059953656047582626,-0.027911257974156164,-0.02126610092818737,2021
1064,-9.915464664089359e-05,8482408.0,Jeff Malott,L,52,0.007278060540556908,0.00023884658591367478,-0.008545597083866596,2021
1044,0.03707103904709746,8482110.0,Dawson Mercer,C,1,-0.0015916386619210243,-0.009911059402893468,0.008588888682425022,2021
963,0.007458806996182323,8481161.0,Jake Christiansen,D,29,-0.005948218517005444,-0.007943097208764387,0.026302944868803024,2021
1062,-0.0007040741220264309,8482243.0,Linus Sandin,R,4,-0.0054583181627094746,-0.004372663142462269,8.390796574531123e-05,2021
1043,0.017665514598189342,8482109.0,Alexis Lafrenière,L,3,-0.005240763537585735,-0.037257029597831386,-0.011628419160842896,2021
862,-0.01195059670403491,8480192.0,Johnathan Kovacevic,D,52,0.011792409233748913,4.88013079193826e-05,-0.012900687754154205,2021
861,0.0025557741600636063,8480188.0,Fabian Zetterlund,L,1,-0.056479454040527344,-0.015670022653061336,0.01623467728495598,2021
860,-0.013318663406694048,8480185.0,Eetu Luostarinen,C,13,0.004300260916352272,0.0043635576509679155,0.011390447616577148,2021
955,-0.007862155831599098,8481061.0,Jasper Weatherby,C,28,-0.030346712097525597,-0.030013785751140984,-0.021246125921607018,2021
956,-0.003018019879031433,8481068.0,Yegor Sharangovich,C,1,-0.024084918200969696,0.015897315069623552,-0.006538303103297949,2021
1036,-0.013797614742235483,8482072.0,Jack Ahcan,D,6,-0.019452158361673355,0.011810969914807973,0.015538226813077927,2021
1050,-0.02518734862868707,8482124.0,Quinton Byfield,R,26,-0.037722982466220856,-0.01728460799495544,0.015361981466412544,2021
1049,-0.0040333275030754725,8482117.0,Lukas Reichel,L,16,5.7853692851495e-05,-0.008916667807097666,0.0003122222551610321,2021
1048,0.005002597775668315,8482116.0,Tim Stützle,C,9,0.0072832265868783,-0.011406762811287054,0.02816575951874256,2021
1047,-0.009392520312714167,8482113.0,Anton Lundell,C,13,0.0009611564455553889,0.005377783286746501,0.04577095806598663,2021
965,-0.01639486183348156,8481178.0,Egor Zamula,D,4,0.010160096921026707,-0.011435108649404486,0.011654659174382687,2021
687,0.024275212581096033,8479341.0,Cam Dineen,D,53,0.01015640888363123,0.00047863953594054574,-0.00977279245853424,2021
792,0.02687855818980355,8479976.0,Juuso Välimäki,D,20,0.007736388128250837,0.010001837432844609,-0.022894244641065598,2021
759,-0.02011417087201102,8479542.0,Brandon Hagel,L,14,0.019054580479860306,0.018440836634163005,0.015229856595396996,2021
160,-0.018249940119107792,8475188.0,Brayden McNabb,D,54,-0.07607225328683853,-0.009853321156470694,-0.06625912338495255,2021
159,0.028067387954846347,8475186.0,John Moore,D,6,-0.0015719826333224773,-0.02175825308158007,-0.036653339862823486,2021
158,-0.025381149718355596,8475184.0,Chris Kreider,L,3,-0.006308337207883596,0.01862059368690135,0.03894317150115967,2021
156,0.013850348749868206,8475181.0,Nick Leddy,D,17,0.003902698867022991,-0.030479507474843976,0.024941926822066307,2021
155,-0.02079989433407103,8475179.0,Dmitry Kulikov,D,30,-0.10578049719333649,-0.016139211072231725,0.05030075088143349,2021
154,-0.0022954554367251795,8475178.0,Zack Kassian,R,22,0.00800628773868084,-0.028278481020938277,0.02576379105448723,2021
153,-0.034861218625096564,8475177.0,Calvin de Haan,D,16,0.030299246311187744,-0.024103634026493518,-0.0756688266992569,2021
152,-0.002127697899030597,8475176.0,Ryan Ellis,D,4,-0.005864402279257774,-0.006752849207460205,0.012201288715004921,2021
151,-0.03762821725209766,8475172.0,Nazem Kadri,C,21,0.07384488731622696,0.027575441544387874,0.0007926859543658793,2021
253,-0.004661636699895241,8476372.0,Nick Seeler,D,4,0.027692832052707672,-0.02644847358560635,-0.04056500643491745,2021
508,-0.00091144846708568,8477986.0,Brandon Montour,D,13,-0.021698491647839546,0.05711448252011017,-0.021252119913697243,2021
495,0.027044781942656675,8477950.0,Tony DeAngelo,D,12,-0.014619429595768452,0.05476519050666346,-0.020485656335949898,2021
161,0.0007985592702720916,8475191.0,Reilly Smith,R,54,0.014008360914885998,0.03641209728298793,-0.008887670934200287,2021
863,-0.025053841416179855,8480196.0,Jacob Bryson,D,7,-0.05358223244547844,-0.03311180191807433,0.05556607246398926,2021
831,-0.04612571341588805,8480036.0,Miro Heiskanen,D,25,-0.008551716804504395,0.017630122412655973,0.030461924150586128,2021
830,0.02238286738926541,8480035.0,Henri Jokiharju,D,7,0.05331096798181534,0.0004939730548305125,-0.035069938749074936,2021
829,-0.009111378112611347,8480031.0,Max Comtois,L,24,0.01658959873020649,-0.012979878365654347,-0.01887752301990986,2021
889,0.0016835668218307225,8480466.0,Joey Keane,D,12,0.005366229917854071,0.0014592646344498746,-0.009791795164346695,2021
828,0.04595345411578963,8480029.0,Alex Formenton,L,9,0.056620609015226364,-0.0011250769106854453,0.004082660190761089,2021
857,-0.02129669242419662,8480160.0,Radim Simek,D,28,-0.030796153470873833,-0.030001780163399303,-0.01110086590051651,2021
858,-0.022995757744569554,8480172.0,Jan Rutta,D,14,-0.03204026073217392,0.00905035165855972,0.010351707227528095,2021
859,0.02224281243946855,8480184.0,Gustav Lindström,D,17,-0.013278933241963387,-0.04291071092260896,-0.032787639647722244,2021
888,0.0283402592029714,8480459.0,Pius Suter,C,17,-0.006756765302270651,-0.023098151575666487,0.08736072480678558,2021
887,-0.011566419407171988,8480448.0,Parker Kelly,C,9,0.009752179495990276,-0.010373184408684448,-0.060714103281497955,2021
886,0.007636038239459608,8480443.0,Kristian Reichel,C,52,-0.04487283155322075,-0.0015484293593285214,-0.029108112677931786,2021
885,-0.0012096488702271395,8480441.0,Trey Fix-Wolansky,R,29,-0.005328669212758541,0.00014731013552517886,0.0062714493833482265,2021
597,-0.0009622264981832777,8478465.0,Guillaume Brisebois,D,23,0.0010307818884029984,-0.0020810132020134533,6.289179145824164e-05,2021
884,-0.03049750757708633,8480434.0,Sean Durzi,D,26,0.039661385118961334,-0.011129571330363252,0.06639823317527771,2021
162,-0.013038127684022847,8475193.0,Tomas Tatar,L,1,-0.029072150588035583,0.038623342626647544,0.009181195870041847,2021
163,0.02687854362915003,8475197.0,Tyson Barrie,D,22,-0.01369857881218195,-0.008320521602541448,0.046403493732213974,2021
123,-0.022893587175490487,8474673.0,TJ Brodie,D,10,-0.05008811503648758,0.005808403271962197,-0.0204401146620512,2021
122,0.01175611624996575,8474641.0,Adam Henrique,C,24,-0.039652153849601746,-0.003998993822256294,0.055525511503219604,2021
121,0.01184381751376775,8474628.0,Michael Stone,D,20,0.018213877454400063,0.006606222646201121,-0.023941384628415108,2021
120,0.05151530384056375,8474618.0,Marco Scandella,D,19,0.0029319352470338345,-0.05484783815922811,0.021293507888913155,2021
119,-0.010591196721564652,8474613.0,Derek Stepan,C,12,-0.06994111835956573,0.020855550963730804,-0.013640624471008778,2021
117,0.012974696972122021,8474612.0,Travis Hamonic,D,9,0.0041267964988946915,-0.01595480830779792,0.025812959298491478,2021
116,-0.001229496383427526,8474610.0,Zac Dalpe,C,13,0.008380315266549587,-0.0042667751507751445,-0.002063393360003829,2021
115,-0.054119795496262085,8474602.0,Justin Schultz,D,15,0.04563617706298828,-0.0013359512198984503,0.026950804516673088,2021
114,0.004637308284256329,8474600.0,Roman Josi,D,18,0.029109440743923187,0.030865229710887912,0.08867320418357849,2021
127,0.013278999850808845,8474697.0,Mark Borowiecki,D,18,-0.04450554400682449,-0.020751709571261403,-0.020871976390480995,2021
74,0.025912484570144185,8474037.0,James van Riemsdyk,L,4,-0.015719659626483917,-0.030869800408100525,0.046367477625608444,2021
45,0.017690792413864953,8471887.0,Patric Hornqvist,R,13,0.002644740277901292,0.044144146709971126,0.015364178456366062,2021
44,0.03166848707320576,8471873.0,Anton Stralman,D,53,0.047012314200401306,-0.0331479809897763,-0.029457980766892433,2021
250,0.019471766981430595,8476345.0,Gregory Hofmann,C,29,-0.03145339712500572,-0.023536102171427747,0.0025176508352160454,2021
249,-0.015589329840253536,8476331.0,Dylan DeMelo,D,52,-0.04478825256228447,0.009891348319260253,0.0025832613464444876,2021
248,0.01896605658224859,8476329.0,Travis Boyd,C,53,-0.011500301770865917,-0.038525403851406785,-0.015617507509887218,2021
247,0.0063188034148856705,8476326.0,Josh Archibald,R,22,0.022516679018735886,-0.02941144187426915,-0.0047988975420594215,2021
246,-0.0072205159639366885,8476323.0,Max McCormick,L,55,-0.0247708298265934,-0.014197531022527247,-0.019004467874765396,2021
244,-0.024451707594615228,8476312.0,Josh Manson,D,21,-0.004010285250842571,0.0037966082937373135,-0.025430453941226006,2021
243,0.011940758516265308,8476292.0,Ondrej Palat,L,14,-0.017321815714240074,0.0018392318771423594,0.050515662878751755,2021
241,0.006406297925408121,8476288.0,Ryan Dzingel,C,28,-0.004033684264868498,-0.03356240802688887,-0.020331107079982758,2021
207,0.016339942612404613,8475754.0,Brock Nelson,C,2,0.006297830957919359,-0.012033601398079791,0.04396440461277962,2021
206,-0.00287835822313646,8475753.0,Justin Faulk,D,19,0.05806172266602516,-0.011358793780923207,0.0314776711165905,2021
204,0.006805281586386745,8475752.0,Tyler Pitlick,C,8,-0.04890891909599304,-0.02444430726842929,-0.026730461046099663,2021
167,-0.017499772908374258,8475218.0,Mattias Ekholm,D,18,-0.023690098896622658,-0.013114875346834842,0.025411348789930344,2021
165,-0.00013164517369730025,8475208.0,Brian Dumoulin,D,5,-0.030233366414904594,0.007769847561597684,-0.06890083849430084,2021
164,-0.04276332477873108,8475200.0,Dmitry Orlov,D,15,-0.030490636825561523,0.019443480239618845,0.0342138335108757,2021
948,0.002209679043714442,8481003.0,Hunter Drew,D,24,-0.022289596498012543,-0.011245885780961036,-0.005908491555601358,2021
883,0.0010031385192997412,8480384.0,Alexander True,C,55,-0.017808038741350174,-0.022045726757884847,-0.015202624723315239,2021
881,0.0013131475888933232,8480336.0,Sean Walker,D,26,0.003705948358401656,0.004447494341540158,0.020217111334204674,2021
909,0.0005761173827806436,8480822.0,Martin Kaut,R,21,-0.012886648997664452,-0.003105696848982477,-0.006286241579800844,2021
908,0.01614608205562621,8480821.0,Filip Zadina,R,17,0.021129818633198738,0.0010618667706924145,0.02358182892203331,2021
941,0.0022865117492480618,8480945.0,Juuso Riikola,D,5,0.05244196206331253,0.0105931836318829,-0.008585465140640736,2021
878,-0.007512783629761296,8480304.0,Jayden Halbgewachs,L,28,0.00665329210460186,0.011338356667104846,-0.012216313742101192,2021
940,-0.002059193076690256,8480913.0,Jordan Gross,D,21,0.002705456456169486,0.0004962042715841709,0.0026414289604872465,2021
937,0.0064668537900021954,8480890.0,Jan Jenik,C,53,0.037966255098581314,-0.00809163511229757,0.0024089261423796415,2021
840,-0.01422552693257321,8480058.0,Pierre-Olivier Joseph,D,5,0.0028271032497286797,0.013683406330949393,0.0012979075545445085,2021
839,0.0025010019225059545,8480056.0,Jack Rathbone,D,23,-0.0178679171949625,-0.0005383505904769831,0.009548036381602287,2021
838,0.0007102451689365854,8480054.0,Reilly Walsh,D,1,-0.00011614583490882069,0.004057098372891242,0.0030530693475157022,2021
837,-0.0008766551448100092,8480053.0,Sasha Chmelevski,C,28,-0.03855545446276665,-0.008424964819211936,-0.022289397194981575,2021
836,-0.012753036188087166,8480049.0,Dylan Samberg,D,52,0.0018072988605126739,-0.008168072102821389,-0.0022810976952314377,2021
930,0.056055420720417276,8480871.0,Adam Boqvist,D,29,0.0009457249543629587,0.002336421419585154,-0.05124437063932419,2021
910,0.0010909842518470976,8480823.0,Alexander Alexeyev,D,15,-0.002908531343564391,0.00013770189826442042,-0.017947856336832047,2021
929,0.005603955809963901,8480870.0,Benoit-Olivier Groulx,C,24,0.023358037695288658,-0.015995159208201173,-0.017132427543401718,2021
791,-0.01072632966492619,8479974.0,Nolan Patrick,C,54,-0.022988073527812958,0.0074575166446880095,-0.04416487738490105,2021
771,-0.002848794561511504,8479602.0,Jeremy Davies,D,18,0.002284014131873846,0.011125913405123332,-0.026590796187520027,2021
770,0.0064321781013349805,8479597.0,Chase Priskie,D,13,-0.020274611189961433,0.003294297794236852,-0.01169795636087656,2021
769,-0.0003154347575417551,8479591.0,Michael Eyssimont,C,52,-0.008195209316909313,0.0009927787458844243,-0.01591980829834938,2021
782,0.028256417973362095,8479772.0,Zack MacEwen,R,4,0.038575660437345505,-0.03756627310504274,-0.06545925885438919,2021
768,0.0006298179115378605,8479587.0,Rhett Gardner,C,25,0.0034740406554192305,0.0002582766637256895,0.020614437758922577,2021
766,0.0015838463080025918,8479578.0,Casey Fitzgerald,D,7,-0.01141425222158432,-0.014296010117115388,0.01584780029952526,2021
765,-0.014509264804706148,8479573.0,Mikhail Maltsev,L,21,-0.01974441669881344,0.0038519855396267383,0.006310406606644392,2021
764,0.01673206617938102,8479553.0,Maxim Mamin,C,13,0.034905143082141876,-0.001694106548769694,0.015367954969406128,2021
763,0.0006715690765114541,8479550.0,Tanner Laczynski,C,4,-0.0095854252576828,-0.0003407476630545317,-0.00674739945679903,2021
762,-0.025745156144927468,8479546.0,Oskar Steen,C,6,-0.015416834503412247,-0.0019917711119573126,0.007816458120942116,2021
761,-0.0010465136409122519,8479543.0,Michael Pezzetta,L,8,-0.0011137677356600761,-0.015493824690051134,-0.05160428583621979,2021
928,0.02010327783071763,8480865.0,Noah Dobson,D,2,0.059157464653253555,-0.027424539333865912,0.027145298197865486,2021
882,0.02650494907727627,8480355.0,Mark Kastelic,C,9,-0.032128360122442245,-0.004116713197976041,-0.023483656346797943,2021
835,-0.021845716460905024,8480043.0,Timothy Liljegren,D,10,0.033129189163446426,0.013298083163643852,0.011590247042477131,2021
913,0.004321232945207809,8480831.0,Alec Regula,D,16,-0.018051598221063614,-0.010035228427909847,-0.017654605209827423,2021
880,-0.00358141837875207,8480326.0,Sheldon Dries,C,23,-0.01665884628891945,0.005645337930495759,0.012238928116858006,2021
856,0.0018517469533918013,8480157.0,Calle Rosen,D,19,-0.03939199075102806,0.014231946163627374,0.012529071420431137,2021
841,0.009762096436150572,8480060.0,Scott Reedy,C,28,-0.03685307875275612,-0.05555776639544369,-3.95932966057444e-06,2021
843,0.03426618293439597,8480068.0,Ryan Poehling,C,8,-0.00800348911434412,-0.025736322353043913,-0.004579962696880102,2021
844,-0.0174063149385822,8480069.0,Cale Makar,D,21,-0.1268155872821808,0.059251344588662894,0.05489322543144226,2021
936,-0.001929623998377941,8480887.0,Jordan Harris,D,8,-0.021809019148349762,-0.01905965231415613,0.01288667693734169,2021
935,0.0025643837615893115,8480884.0,Calen Addison,D,30,-0.0388726145029068,0.021220589940201623,-0.05568218231201172,2021
934,0.03390474220522973,8480883.0,Ty Smith,D,1,-0.005486289504915476,0.0073152962028564415,-0.05368668586015701,2021
933,-0.009499250809736898,8480879.0,Jacob Bernard-Docker,D,9,-0.010030151344835758,0.0004900079386544262,0.008240719325840473,2021
932,0.024712446307830618,8480878.0,Nils Lundkvist,D,3,-0.0034737682435661554,-0.00027505235813292357,-0.006946932058781385,2021
